created_at,client_ts,event_type,participant_identity,role,show_id,uplinkBps,availableOutgoingBitrate,targetBitrate,framesEncodedDelta,framesSentDelta,framesNotSent,fps,sourceFps,avgQp,qualityLimitationReason,rid,activeLayers,layerCount,width,height,sourceWidth,sourceHeight,encoder,keyFramesEncoded,nackCount,pliCount,firCount,packetsLost,jitter,rttSec,retransmittedBytesSent,from,to,reason,quality,source,sid,label,extra
2026-08-28T19:34:29.523124+00:00,2026-08-28T19:34:28.654+00:00,mic_level_sample,,a,show-qfstpj50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""deviceId"":""39fae2b7de1ac0ad5463a5ba3dd688ee748a5433d1272fa9afbea3233dae361b"",""inputRms"":0.003126648745773334,""outputRms"":0.16878609861185526,""deviceLabel"":""MacBook Air Microphone (Built-in)"",""audioContextState"":""running""}"
2026-08-28T19:34:30.70976+00:00,2026-08-28T19:34:29.385+00:00,pub_stats,,a,show-qfstpj50,3073012,6267927,2980497,60,60,0,30,30,62.78,none,f,f+h+q,3,1080,1920,1080,1920,"SimulcastEncoderAdapter (libvpx, libvpx, libvpx)",35,0,16,0,0,0.0007769999999999999,0.023,0,,,,,,,live:a,"{""qualityLimitationDurations"":{""cpu"":0,""none"":1500.019,""other"":0,""bandwidth"":24.389}}"
2026-08-28T19:34:30.70976+00:00,2026-08-28T19:34:29.884+00:00,track_liveness_snapshot,,a,show-qfstpj50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""entries"":[{""key"":""contestant-a-297a1aba:TR_VCiazSiwiK3Qco"",""frames"":null,""reason"":null,""staleSec"":1524,""probation"":false},{""key"":""camfeed-a-side-85a03b34:TR_VC6cRdqSsicRiY"",""frames"":11107,""reason"":null,""staleSec"":1,""probation"":false},{""key"":""camfeed-a-close-883f2976:TR_VCToTYNatDX5PC"",""frames"":8099,""reason"":null,""staleSec"":1,""probation"":false}],""trackCount"":3,""ineligibleCount"":0}"
2026-08-28T19:34:32.013351+00:00,2026-08-28T19:34:30.917+00:00,track_liveness_snapshot,,viewer,show-qfstpj50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""entries"":[{""key"":""contestant-a-297a1aba:TR_VCiazSiwiK3Qco"",""frames"":5599,""reason"":null,""staleSec"":0,""probation"":false},{""key"":""camfeed-a-side-85a03b34:TR_VC6cRdqSsicRiY"",""frames"":5410,""reason"":null,""staleSec"":0,""probation"":false},{""key"":""camfeed-a-close-883f2976:TR_VCToTYNatDX5PC"",""frames"":6154,""reason"":null,""staleSec"":0,""probation"":false}],""trackCount"":3,""ineligibleCount"":0}"
2026-08-28T19:34:32.553677+00:00,2026-08-28T19:34:31.386+00:00,pub_stats,,a,show-qfstpj50,2941937,6267927,3000000,60,60,0,30,31,69.87,none,f,f+h+q,3,1080,1920,1080,1920,"SimulcastEncoderAdapter (libvpx, libvpx, libvpx)",35,0,16,0,0,0.000488,0.023,0,,,,,,,live:a,"{""qualityLimitationDurations"":{""cpu"":0,""none"":1502.02,""other"":0,""bandwidth"":24.389}}"
2026-08-28T19:34:33.526102+00:00,2026-08-28T19:34:32.865+00:00,shot_publish_success,,a,show-qfstpj50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""shot"":""zoomIn"",""slot"":""a"",""commandId"":""c98fd7fd-1937-4efe-bd48-4f9476972379"",""decisionSource"":""cue"",""connectionState"":""connected""}"
2026-08-28T19:34:33.526102+00:00,2026-08-28T19:34:32.865+00:00,cue_fired,,a,show-qfstpj50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""shot"":""zoomIn"",""clipId"":null,""sheetId"":6,""slotRole"":""close"",""timestampMs"":46814,""resolvedTarget"":""camfeed-a-close-883f2976""}"
2026-08-28T19:34:34.598249+00:00,2026-08-28T19:34:33.386+00:00,director_heartbeat,,a,show-qfstpj50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""state"":""suspended""}"
2026-08-28T19:34:34.598249+00:00,2026-08-28T19:34:33.387+00:00,pub_stats,,a,show-qfstpj50,3036398,6439585,2926512,60,60,0,30,31,52.47,none,f,f+h+q,3,1080,1920,1080,1920,"SimulcastEncoderAdapter (libvpx, libvpx, libvpx)",35,0,16,0,0,0.000522,0.025,0,,,,,,,live:a,"{""qualityLimitationDurations"":{""cpu"":0,""none"":1504.021,""other"":0,""bandwidth"":24.389}}"
2026-08-28T19:34:34.598249+00:00,2026-08-28T19:34:33.555+00:00,pub_connection_quality,,a,show-qfstpj50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,excellent,,,,
